date,product_id,price,units_sold,holiday,competitor_price,promotion,stock_level,store_location,season
18-01-2024,1016,20.72305,64,0,22.99153,1,79,New York,Summer
19-01-2024,1016,22.1927,35,0,23.68682,0,391,New York,Fall
20-01-2024,1016,21.22151,81,0,17.79115,1,411,New York,Winter
21-01-2024,1016,22.22974,86,0,21.60903,0,139,New York,Winter
22-01-2024,1016,23.42628,54,0,24.86346,0,58,New York,Spring
23-01-2024,1016,24.39632,59,0,22.14171,0,333,New York,Spring
24-01-2024,1016,22.44352,22,0,18.16356,0,263,New York,Fall
25-01-2024,1016,21.09402,81,0,23.50248,0,450,Los Angeles,Summer
26-01-2024,1016,22.05824,71,0,25.90095,0,282,Los Angeles,Winter
27-01-2024,1016,20.58435,23,0,25.63108,0,282,Los Angeles,Fall
28-01-2024,1016,21.4467,75,0,19.73783,0,435,Los Angeles,Fall
29-01-2024,1016,21.57065,87,0,22.23673,0,115,Los Angeles,Spring
30-01-2024,1016,22.27729,45,0,23.96854,1,326,Los Angeles,Fall
31-01-2024,1016,22.80122,25,0,20.55507,0,385,Los Angeles,Summer
01-02-2024,1016,20.84677,27,0,20.48505,0,215,Los Angeles,Winter
02-02-2024,1016,24.1661,83,1,22.49078,1,380,Los Angeles,Winter
03-02-2024,1016,24.01585,90,0,26.7347,1,442,Los Angeles,Fall
01-08-2024,1016,23.87858,11,0,24.44552,1,343,Chicago,Fall
02-08-2024,1016,22.88436,66,1,19.6911,0,300,Chicago,Summer
03-08-2024,1016,23.20649,94,0,23.93196,0,106,Chicago,Winter
04-08-2024,1016,24.07463,12,1,19.26053,1,474,Chicago,Summer
05-08-2024,1016,21.75552,14,0,23.37681,0,200,Chicago,Summer
06-08-2024,1016,24.36299,99,0,23.30206,0,201,Chicago,Spring
01-09-2024,1016,24.31715,71,0,24.80375,0,391,Chicago,Winter
02-09-2024,1016,22.68823,21,1,26.20369,1,304,Chicago,Winter
03-09-2024,1016,24.28085,36,0,26.8168,1,471,Chicago,Spring
04-09-2024,1016,20.78359,39,1,27.51984,0,169,Chicago,Spring
05-09-2024,1016,22.61042,29,0,21.24836,0,297,Houston,Fall
06-09-2024,1016,22.48893,79,0,25.17608,0,406,Houston,Spring
01-12-2024,1016,21.50513,49,0,19.02287,0,68,Houston,Spring
02-12-2024,1016,23.52948,40,0,18.82145,1,442,Houston,Summer
03-12-2024,1016,22.23602,96,0,20.69281,0,185,Houston,Fall
04-12-2024,1016,21.11038,96,0,18.94633,0,303,Houston,Fall
05-12-2024,1016,23.56312,42,0,21.00524,0,384,Houston,Fall
06-12-2024,1016,21.40282,49,0,25.4654,0,272,Houston,Winter
01-08-2024,1016,22.37743,78,1,20.14573,0,50,Houston,Spring
02-08-2024,1016,23.28134,88,0,25.29078,0,211,Houston,Winter
03-08-2024,1016,22.54897,50,0,20.27103,0,154,Phoenix,Winter
04-08-2024,1016,20.76649,57,0,19.56294,0,114,Phoenix,Summer
05-08-2024,1016,23.7858,13,0,17.64775,1,375,Phoenix,Fall
06-08-2024,1016,22.08923,19,0,22.54322,0,316,Phoenix,Winter
07-08-2024,1016,23.88605,63,0,20.39324,0,397,Phoenix,Winter
08-08-2024,1016,23.00323,54,0,26.04152,0,344,Phoenix,Winter
09-08-2024,1016,22.27043,79,1,18.71188,0,287,Phoenix,Spring
10-08-2024,1016,24.19781,23,0,21.60193,0,108,Phoenix,Fall
11-08-2024,1016,23.39396,81,0,23.55305,1,276,Phoenix,Summer
12-08-2024,1016,23.5014,49,0,20.8135,0,462,Phoenix,Spring
13-08-2024,1017,32.10578,62,1,37.49939,0,290,New York,Fall
14-08-2024,1017,32.65496,28,0,31.04835,0,362,New York,Summer
15-08-2024,1017,33.06172,89,1,34.01008,0,228,New York,Fall
16-08-2024,1017,34.13321,82,0,28.45768,0,236,New York,Summer
17-08-2024,1017,30.80256,48,1,31.58408,0,126,New York,Spring
18-08-2024,1017,34.40723,81,0,37.25297,1,340,New York,Fall
19-08-2024,1017,32.63377,21,0,35.92469,0,330,New York,Spring
20-08-2024,1017,33.23062,44,0,31.87028,0,290,New York,Fall
21-08-2024,1017,30.95651,50,0,30.97061,0,317,New York,Winter
22-08-2024,1017,31.62252,91,0,28.97359,0,277,New York,Winter
23-08-2024,1017,32.30554,90,1,36.41196,0,475,Los Angeles,Summer
24-08-2024,1017,32.59405,36,1,36.83183,0,368,Los Angeles,Winter
25-08-2024,1017,33.57955,13,0,34.16703,0,140,Los Angeles,Winter
26-08-2024,1017,31.20676,48,0,32.99917,0,274,Los Angeles,Fall
27-08-2024,1017,32.77431,31,0,28.77788,1,162,Los Angeles,Spring
28-08-2024,1017,32.86834,93,0,37.52815,0,439,Los Angeles,Fall
29-08-2024,1017,33.12028,37,0,33.19199,0,133,Los Angeles,Spring
30-08-2024,1017,32.88098,56,0,28.23131,0,269,Los Angeles,Winter
31-08-2024,1017,31.06855,53,0,32.43251,0,187,Los Angeles,Winter
01-09-2024,1017,30.89008,98,0,36.7853,1,445,Los Angeles,Spring
02-09-2024,1017,32.72779,95,0,28.70249,1,68,Chicago,Winter
03-09-2024,1017,32.23711,77,1,32.40424,1,380,Chicago,Spring
04-09-2024,1017,30.6909,43,0,36.29092,0,439,Chicago,Fall
05-09-2024,1017,32.29377,12,0,29.32217,0,481,Chicago,Fall
06-09-2024,1017,30.91273,33,1,32.13425,0,259,Chicago,Fall
07-09-2024,1017,31.11131,63,0,32.12712,0,303,Chicago,Fall
08-09-2024,1017,33.60228,99,0,29.39056,0,127,Chicago,Winter
09-09-2024,1017,33.83455,92,1,37.34613,1,498,Chicago,Spring
10-09-2024,1017,34.27818,10,0,32.30321,1,151,Chicago,Spring
11-09-2024,1017,32.95563,93,0,33.60678,0,291,Chicago,Winter
12-09-2024,1017,33.23917,19,0,35.01039,1,207,Houston,Spring
13-09-2024,1017,34.3132,72,1,29.74942,0,293,Houston,Spring
01-01-2024,1017,33.17009,79,0,27.72891,0,178,Houston,Summer
02-01-2024,1017,33.56336,84,0,33.63731,0,465,Houston,Fall
03-01-2024,1017,32.26863,93,0,36.39382,1,253,Houston,Spring
04-01-2024,1017,34.56788,83,0,27.78511,1,261,Houston,Spring
05-01-2024,1017,32.82991,53,0,29.10904,0,121,Houston,Fall
01-02-2024,1017,34.35777,20,1,29.88423,0,152,Houston,Spring
02-02-2024,1017,31.59489,84,1,32.74829,0,74,Houston,Spring
03-02-2024,1017,30.68099,12,1,36.53163,0,384,Houston,Winter
04-02-2024,1017,32.5007,30,1,33.48732,0,419,Phoenix,Summer
05-02-2024,1017,33.39845,57,0,29.27704,0,374,Phoenix,Summer
01-01-2024,1017,30.77387,12,1,34.59466,0,492,Phoenix,Fall
02-01-2024,1017,32.0021,81,0,36.98378,1,277,Phoenix,Spring
03-01-2024,1017,31.79308,83,1,34.59878,0,289,Phoenix,Spring
04-01-2024,1017,34.1303,90,0,28.84498,1,436,Phoenix,Spring
05-01-2024,1017,34.48898,89,0,36.11757,0,181,Phoenix,Summer
06-01-2024,1017,30.68075,40,0,35.12907,0,388,Phoenix,Spring
07-01-2024,1017,31.72361,26,0,28.3768,0,247,Phoenix,Summer
08-01-2024,1017,32.16789,80,0,32.96086,0,163,Phoenix,Fall
09-01-2024,1018,32.14999,73,0,31.553,1,109,New York,Summer
10-01-2024,1018,34.80376,37,1,32.44492,0,109,New York,Spring
01-01-2024,1018,35.30042,43,0,37.61094,0,169,New York,Winter
02-01-2024,1018,34.78866,11,0,36.69473,1,450,New York,Fall
03-01-2024,1018,33.44093,10,1,32.53649,1,443,New York,Fall
04-01-2024,1018,34.91629,60,0,33.8306,0,135,New York,Winter
05-01-2024,1018,32.35015,38,0,30.56472,1,93,New York,Winter
06-01-2024,1018,32.46997,50,0,33.02205,0,314,New York,Winter
07-01-2024,1018,33.38257,42,0,36.95894,0,240,New York,Summer
08-01-2024,1018,33.3125,46,1,37.29728,0,73,New York,Summer
09-01-2024,1018,34.35443,80,0,33.74898,1,402,Los Angeles,Winter
10-01-2024,1018,33.06743,42,0,29.49174,0,99,Los Angeles,Summer
11-01-2024,1018,35.48483,22,0,31.59799,0,169,Los Angeles,Fall
12-01-2024,1018,33.10756,94,0,36.42881,1,251,Los Angeles,Winter
13-01-2024,1018,32.68492,80,0,33.6605,1,96,Los Angeles,Winter
14-01-2024,1018,35.58384,80,0,36.42209,1,470,Los Angeles,Fall
15-01-2024,1018,34.90993,50,1,37.65685,1,381,Los Angeles,Fall
16-01-2024,1018,32.75819,25,0,37.95337,0,332,Los Angeles,Summer
17-01-2024,1018,33.7229,31,0,28.74877,0,111,Los Angeles,Fall
18-01-2024,1018,34.9992,41,1,38.30465,1,306,Los Angeles,Spring
19-01-2024,1018,34.58154,96,0,36.20074,0,258,Chicago,Fall
20-01-2024,1018,32.05744,65,0,35.85103,1,113,Chicago,Spring
21-01-2024,1018,31.73963,86,1,33.65215,0,284,Chicago,Summer
22-01-2024,1018,34.24595,36,0,32.94324,0,113,Chicago,Spring
23-01-2024,1018,32.79093,98,0,34.13761,0,264,Chicago,Winter
24-01-2024,1018,31.74698,27,1,32.46689,1,253,Chicago,Fall
25-01-2024,1018,32.02897,68,1,36.9973,0,498,Chicago,Winter
26-01-2024,1018,32.42284,59,0,34.6524,0,158,Chicago,Spring
27-01-2024,1018,32.27407,99,0,37.57198,0,488,Chicago,Spring
28-01-2024,1018,32.31888,87,0,28.78709,0,207,Chicago,Spring
29-01-2024,1018,32.33562,75,0,38.57573,1,410,Houston,Summer
30-01-2024,1018,33.61588,98,0,37.28655,1,259,Houston,Winter
31-01-2024,1018,32.33232,57,1,30.39453,0,374,Houston,Spring
01-02-2024,1018,32.52198,51,1,29.35089,0,149,Houston,Fall
02-02-2024,1018,35.30134,57,0,33.24094,0,70,Houston,Fall
03-02-2024,1018,34.14774,19,0,35.13203,0,309,Houston,Winter
01-08-2024,1018,33.42376,21,0,38.61492,0,209,Houston,Summer
02-08-2024,1018,34.62871,72,0,31.17519,0,150,Houston,Fall
03-08-2024,1018,34.73486,87,0,29.62656,0,80,Houston,Winter
04-08-2024,1018,32.02088,25,0,28.90438,0,182,Houston,Summer
05-08-2024,1018,34.93026,65,0,35.59978,0,336,Phoenix,Fall
06-08-2024,1018,33.4792,38,0,32.52417,0,357,Phoenix,Spring
01-09-2024,1018,35.50388,63,0,29.59576,0,56,Phoenix,Spring
02-09-2024,1018,34.72469,36,0,33.55295,0,467,Phoenix,Fall
03-09-2024,1018,33.45615,78,0,28.86138,0,489,Phoenix,Winter
04-09-2024,1018,34.78255,37,0,35.74274,1,201,Phoenix,Summer
05-09-2024,1018,34.84892,18,1,38.11277,1,465,Phoenix,Summer
06-09-2024,1018,31.93211,34,0,32.21727,0,297,Phoenix,Fall
01-12-2024,1018,33.61906,72,0,36.00009,0,367,Phoenix,Spring
02-12-2024,1018,32.79479,96,0,36.85892,1,97,Phoenix,Winter
01-01-2024,1019,10.37745,10,0,10.17174,0,313,New York,Winter
02-01-2024,1019,8.483819,25,1,6.886549,0,494,New York,Fall
03-01-2024,1019,10.59033,84,1,12.56157,0,394,New York,Summer
04-01-2024,1019,11.18581,64,0,9.570465,0,130,New York,Spring
05-01-2024,1019,8.939468,93,0,9.268563,0,474,New York,Summer
01-02-2024,1019,9.588514,78,0,6.251943,0,467,New York,Winter
02-02-2024,1019,11.75278,46,0,14.00401,0,202,New York,Spring
03-02-2024,1019,10.3348,74,0,8.436164,0,435,New York,Winter
04-02-2024,1019,11.10993,41,0,8.562355,0,298,New York,Winter
05-02-2024,1019,11.46114,10,0,11.28827,0,395,New York,Fall
01-01-2024,1019,11.41204,10,0,8.796476,0,456,Los Angeles,Summer
02-01-2024,1019,9.316253,60,1,6.17128,0,135,Los Angeles,Fall
03-01-2024,1019,10.86723,43,0,10.59979,0,342,Los Angeles,Summer
04-01-2024,1019,12.40434,41,0,6.22109,0,326,Los Angeles,Summer
05-01-2024,1019,10.16638,46,1,7.690804,0,77,Los Angeles,Winter
06-01-2024,1019,11.55065,13,0,8.073241,0,91,Los Angeles,Fall
07-01-2024,1019,10.64319,74,0,12.56261,0,194,Los Angeles,Winter
08-01-2024,1019,10.83408,80,0,7.339663,0,356,Los Angeles,Spring
09-01-2024,1019,11.77505,66,0,12.99683,1,167,Los Angeles,Spring
10-01-2024,1019,10.3555,64,0,11.17983,0,141,Los Angeles,Fall
01-01-2024,1019,12.09165,31,0,9.607263,0,394,Chicago,Summer
02-01-2024,1019,10.70723,26,0,7.496372,0,439,Chicago,Fall
03-01-2024,1019,12.06109,87,0,14.44282,1,282,Chicago,Winter
04-01-2024,1019,9.418268,81,0,6.870333,0,263,Chicago,Spring
05-01-2024,1019,12.41217,59,0,9.615649,0,211,Chicago,Winter
06-01-2024,1019,11.12247,26,0,11.17812,0,400,Chicago,Spring
07-01-2024,1019,12.12726,73,1,11.55784,0,403,Chicago,Spring
08-01-2024,1019,10.79432,58,0,14.20608,1,292,Chicago,Winter
09-01-2024,1019,8.789735,23,0,13.64089,0,367,Chicago,Spring
10-01-2024,1019,10.01064,48,1,13.81951,1,68,Chicago,Summer
11-01-2024,1019,11.54246,36,0,9.53746,0,222,Houston,Fall
12-01-2024,1019,10.23935,21,0,7.286027,0,156,Houston,Summer
13-01-2024,1019,11.28292,42,0,7.463009,0,416,Houston,Spring
14-01-2024,1019,12.32893,44,0,14.4195,0,343,Houston,Fall
15-01-2024,1019,11.86937,54,0,15.03014,0,309,Houston,Fall
16-01-2024,1019,9.32358,40,0,11.30576,1,417,Houston,Spring
17-01-2024,1019,11.04788,39,0,14.60889,0,312,Houston,Spring
18-01-2024,1019,12.21559,18,0,10.69842,0,88,Houston,Fall
19-01-2024,1019,9.633084,62,1,15.17155,0,143,Houston,Summer
20-01-2024,1019,9.816182,36,0,8.510356,0,312,Houston,Fall
21-01-2024,1019,11.31209,11,0,7.067493,0,170,Phoenix,Summer
22-01-2024,1019,10.25178,20,0,8.869321,1,296,Phoenix,Fall
23-01-2024,1019,12.13209,40,0,9.905693,0,356,Phoenix,Winter
24-01-2024,1019,12.42895,42,0,8.955514,0,302,Phoenix,Winter
25-01-2024,1019,9.461663,91,0,9.286336,0,373,Phoenix,Winter
26-01-2024,1019,9.928859,86,0,11.34196,0,399,Phoenix,Summer
27-01-2024,1019,10.72686,19,0,6.180038,1,251,Phoenix,Fall
28-01-2024,1019,9.610361,82,0,6.431962,1,135,Phoenix,Spring
29-01-2024,1019,11.36911,14,0,10.21524,0,466,Phoenix,Summer
30-01-2024,1019,10.69746,28,0,9.090365,0,456,Phoenix,Spring
31-01-2024,1020,13.00616,29,1,7.590551,0,57,New York,Winter
01-02-2024,1020,11.1624,73,1,12.24989,0,293,New York,Spring
02-02-2024,1020,13.53881,85,0,14.0322,0,392,New York,Summer
03-02-2024,1020,11.29165,52,0,12.76237,0,108,New York,Winter
01-08-2024,1020,12.66315,89,0,12.32359,1,284,New York,Summer
02-08-2024,1020,10.89318,42,0,8.950381,1,138,New York,Summer
03-08-2024,1020,11.16509,62,1,14.65384,0,323,New York,Fall
04-08-2024,1020,13.21423,61,0,10.84663,0,79,New York,Fall
05-08-2024,1020,11.28449,73,0,8.921282,0,144,New York,Winter
06-08-2024,1020,12.72839,41,0,10.1014,1,234,New York,Fall
01-09-2024,1020,13.58572,85,0,17.12726,0,372,Los Angeles,Winter
02-09-2024,1020,14.38431,89,0,14.18356,0,174,Los Angeles,Fall
03-09-2024,1020,12.5983,49,0,11.30822,0,427,Los Angeles,Spring
04-09-2024,1020,10.94813,69,0,11.38522,0,411,Los Angeles,Spring
05-09-2024,1020,10.58512,86,1,15.35921,1,459,Los Angeles,Fall
06-09-2024,1020,13.61771,54,0,12.89493,0,220,Los Angeles,Fall
01-12-2024,1020,12.40153,96,0,12.90367,1,471,Los Angeles,Fall
02-12-2024,1020,13.54111,14,0,16.01083,0,107,Los Angeles,Winter
03-12-2024,1020,12.17883,11,0,14.5041,1,287,Los Angeles,Spring
04-12-2024,1020,12.15426,25,0,9.780951,1,362,Los Angeles,Spring
05-12-2024,1020,13.34304,85,0,16.88756,0,206,Chicago,Summer
06-12-2024,1020,12.47576,39,0,14.06373,0,134,Chicago,Fall
01-08-2024,1020,11.69246,49,0,13.00675,0,281,Chicago,Winter
02-08-2024,1020,11.78792,46,0,14.40561,1,218,Chicago,Winter
03-08-2024,1020,12.87962,84,1,11.89881,1,57,Chicago,Summer
04-08-2024,1020,12.21206,45,0,17.20967,1,257,Chicago,Fall
05-08-2024,1020,13.95262,13,0,16.8889,0,330,Chicago,Spring
06-08-2024,1020,13.2206,52,1,13.08251,0,305,Chicago,Fall
07-08-2024,1020,14.22153,47,1,7.695032,1,349,Chicago,Summer
08-08-2024,1020,11.45233,53,1,12.25992,1,313,Chicago,Spring
09-08-2024,1020,12.17876,87,0,11.12099,0,297,Houston,Spring
10-08-2024,1020,12.39416,34,0,14.72413,1,155,Houston,Spring
11-08-2024,1020,12.95009,79,0,10.32907,1,212,Houston,Fall
12-08-2024,1020,12.02763,67,1,16.95754,0,430,Houston,Spring
13-08-2024,1020,12.66205,53,0,11.4461,1,142,Houston,Winter
14-08-2024,1020,14.48914,24,1,15.19458,0,268,Houston,Fall
15-08-2024,1020,10.98217,33,1,8.992944,0,167,Houston,Summer
16-08-2024,1020,11.33811,59,1,11.30528,0,322,Houston,Spring
17-08-2024,1020,11.23935,20,0,16.54863,0,496,Houston,Winter
18-08-2024,1020,11.58123,25,0,15.1377,0,51,Houston,Spring
19-08-2024,1020,13.22393,95,0,12.78345,0,200,Phoenix,Spring
20-08-2024,1020,11.26699,70,0,14.38985,0,163,Phoenix,Spring
21-08-2024,1020,13.76507,22,0,9.550449,0,381,Phoenix,Fall
22-08-2024,1020,10.82874,35,0,9.167051,0,341,Phoenix,Winter
23-08-2024,1020,11.9044,57,0,13.89418,0,385,Phoenix,Spring
24-08-2024,1020,10.80791,65,0,7.573178,1,159,Phoenix,Summer
25-08-2024,1020,12.97219,99,0,15.46239,0,455,Phoenix,Spring
26-08-2024,1020,10.55042,92,0,13.41073,0,254,Phoenix,Summer
27-08-2024,1020,12.96961,68,0,13.0887,0,192,Phoenix,Summer
28-08-2024,1020,12.43935,73,0,9.483703,1,97,Phoenix,Fall
29-08-2024,1021,23.98513,34,0,19.62361,0,220,New York,Winter
30-08-2024,1021,20.38584,29,0,18.78832,0,369,New York,Fall
31-08-2024,1021,21.66307,30,0,26.7459,0,169,New York,Summer
01-09-2024,1021,20.84344,85,0,21.50004,0,253,New York,Spring
02-09-2024,1021,23.59115,18,0,26.31812,0,268,New York,Summer
03-09-2024,1021,23.88409,89,0,25.50831,0,346,New York,Fall
04-09-2024,1021,20.20308,61,0,23.86,0,143,New York,Winter
05-09-2024,1021,23.57902,80,0,17.53757,0,77,New York,Spring
06-09-2024,1021,23.17413,63,1,21.06213,1,176,New York,Summer
07-09-2024,1021,23.08269,62,1,20.68454,0,271,New York,Summer
08-09-2024,1021,23.85997,17,0,23.93207,1,329,Los Angeles,Winter
09-09-2024,1021,23.17653,31,0,24.22344,0,280,Los Angeles,Fall
10-09-2024,1021,21.14115,75,0,22.28472,0,364,Los Angeles,Winter
11-09-2024,1021,20.5338,87,0,22.92621,0,356,Los Angeles,Fall
12-09-2024,1021,21.87053,21,0,17.36716,0,399,Los Angeles,Summer
13-09-2024,1021,21.21184,93,0,24.03331,0,377,Los Angeles,Summer
01-01-2024,1021,20.46339,52,0,23.9774,1,482,Los Angeles,Winter
02-01-2024,1021,21.65584,96,0,21.22015,0,370,Los Angeles,Winter
03-01-2024,1021,20.44909,25,1,19.97363,0,348,Los Angeles,Spring
04-01-2024,1021,23.44988,63,0,17.65087,0,155,Los Angeles,Winter
05-01-2024,1021,21.82758,56,0,21.88642,0,343,Chicago,Spring
01-02-2024,1021,21.23212,90,0,17.40879,0,186,Chicago,Fall
02-02-2024,1021,20.94611,65,0,20.90275,0,390,Chicago,Summer
03-02-2024,1021,23.3732,64,0,26.5401,0,111,Chicago,Fall
04-02-2024,1021,20.74213,99,0,20.12336,1,462,Chicago,Fall
05-02-2024,1021,22.23103,80,1,22.22197,1,421,Chicago,Winter
01-01-2024,1021,22.79223,42,0,18.3447,0,159,Chicago,Fall
02-01-2024,1021,21.7717,70,0,22.26681,0,307,Chicago,Spring
03-01-2024,1021,22.43922,44,0,20.32595,0,163,Chicago,Summer
04-01-2024,1021,22.50638,69,0,22.49781,0,248,Chicago,Spring
05-01-2024,1021,22.20326,26,1,19.95816,0,480,Houston,Winter
06-01-2024,1021,22.14557,38,0,24.38562,0,442,Houston,Spring
07-01-2024,1021,22.20322,55,1,25.09715,0,323,Houston,Spring
08-01-2024,1021,23.97855,66,0,18.40525,0,344,Houston,Summer
09-01-2024,1021,23.06444,66,0,25.84611,0,469,Houston,Spring
10-01-2024,1021,20.62016,94,0,24.19694,0,375,Houston,Summer
01-01-2024,1021,23.02966,87,0,23.71962,1,95,Houston,Spring
02-01-2024,1021,21.05004,47,0,21.36786,0,67,Houston,Winter
03-01-2024,1021,23.11825,84,1,25.18665,0,481,Houston,Winter
04-01-2024,1021,23.5729,32,0,26.23437,1,110,Houston,Summer
05-01-2024,1021,21.24251,89,0,19.40359,0,224,Phoenix,Winter
06-01-2024,1021,20.91086,86,0,24.52724,1,190,Phoenix,Summer
07-01-2024,1021,23.60021,64,0,24.24272,1,234,Phoenix,Fall
08-01-2024,1021,24.00849,86,1,19.07143,0,461,Phoenix,Winter
09-01-2024,1021,22.01023,64,0,22.4414,0,324,Phoenix,Spring
10-01-2024,1021,22.16668,71,1,19.37166,1,464,Phoenix,Fall
11-01-2024,1021,20.08104,31,0,26.52033,0,252,Phoenix,Winter
12-01-2024,1021,21.99843,28,0,19.84721,1,297,Phoenix,Fall
13-01-2024,1021,23.88315,25,0,19.28677,0,307,Phoenix,Winter
14-01-2024,1021,23.6311,68,0,25.5979,0,58,Phoenix,Fall
15-01-2024,1022,27.53616,54,0,24.11181,0,260,New York,Fall
16-01-2024,1022,28.58667,53,0,25.61455,0,403,New York,Winter
17-01-2024,1022,28.74779,42,1,29.66876,1,224,New York,Winter
18-01-2024,1022,29.43425,40,0,27.01506,0,342,New York,Summer
19-01-2024,1022,26.32209,57,0,32.01305,1,454,New York,Spring
20-01-2024,1022,29.2233,86,0,27.6972,1,267,New York,Fall
21-01-2024,1022,29.80185,11,0,30.75953,0,284,New York,Winter
22-01-2024,1022,29.24258,86,0,27.19253,0,317,New York,Summer
23-01-2024,1022,30.05419,84,1,31.61529,0,191,New York,Fall
24-01-2024,1022,26.36674,88,0,24.99087,1,353,New York,Fall
25-01-2024,1022,27.15498,49,0,30.16586,1,98,Los Angeles,Spring
26-01-2024,1022,29.74402,40,0,31.53792,0,319,Los Angeles,Winter
27-01-2024,1022,29.7534,25,0,33.1388,1,50,Los Angeles,Winter
28-01-2024,1022,26.52939,94,0,28.78475,0,342,Los Angeles,Fall
29-01-2024,1022,29.23845,18,0,32.73943,0,360,Los Angeles,Winter
30-01-2024,1022,29.49859,83,0,27.06164,1,407,Los Angeles,Fall
31-01-2024,1022,26.7592,47,0,26.78201,0,57,Los Angeles,Winter
01-02-2024,1022,26.29921,90,0,23.70365,0,461,Los Angeles,Spring
02-02-2024,1022,29.47559,52,1,24.51958,0,50,Los Angeles,Spring
03-02-2024,1022,27.49063,71,1,23.78214,0,232,Los Angeles,Winter
01-08-2024,1022,27.55526,45,0,25.49447,0,324,Chicago,Winter
02-08-2024,1022,28.52393,84,0,32.78484,1,359,Chicago,Winter
03-08-2024,1022,27.77292,49,0,26.42899,1,264,Chicago,Winter
04-08-2024,1022,29.96372,51,0,24.68286,0,125,Chicago,Summer
05-08-2024,1022,28.73454,38,0,31.85392,0,72,Chicago,Spring
06-08-2024,1022,27.08457,27,0,26.76411,0,444,Chicago,Spring
01-09-2024,1022,28.07164,81,0,25.18987,0,155,Chicago,Summer
02-09-2024,1022,29.80034,92,0,26.68791,0,254,Chicago,Winter
03-09-2024,1022,28.17275,18,0,24.91961,0,248,Chicago,Spring
04-09-2024,1022,27.91867,90,0,29.4862,0,267,Chicago,Spring
05-09-2024,1022,29.56077,92,0,27.57617,0,133,Houston,Spring
06-09-2024,1022,30.12075,13,0,30.52384,0,57,Houston,Fall
01-12-2024,1022,27.95935,45,1,23.83555,0,442,Houston,Spring
02-12-2024,1022,26.84158,64,0,27.43468,0,262,Houston,Spring
03-12-2024,1022,28.22103,47,0,24.59763,0,145,Houston,Summer
04-12-2024,1022,27.15655,75,0,29.57568,1,222,Houston,Summer
05-12-2024,1022,29.34203,69,0,30.32328,0,392,Houston,Winter
06-12-2024,1022,29.18428,93,0,29.78387,1,86,Houston,Winter
01-08-2024,1022,30.09754,67,0,24.14784,1,344,Houston,Fall
02-08-2024,1022,27.33308,42,0,26.13714,0,279,Houston,Spring
03-08-2024,1022,28.1015,62,0,31.53631,0,437,Phoenix,Winter
04-08-2024,1022,27.66458,28,0,28.47799,0,230,Phoenix,Fall
05-08-2024,1022,29.26365,38,0,26.0653,1,322,Phoenix,Summer
06-08-2024,1022,28.02153,81,0,25.84478,0,264,Phoenix,Summer
07-08-2024,1022,27.29595,72,0,30.4048,0,370,Phoenix,Summer
08-08-2024,1022,28.77387,76,0,31.46489,0,168,Phoenix,Fall
09-08-2024,1022,27.24977,95,0,24.42144,0,375,Phoenix,Fall
10-08-2024,1022,28.91555,14,1,25.13797,0,179,Phoenix,Summer
11-08-2024,1022,30.17957,22,0,24.08872,0,80,Phoenix,Winter
12-08-2024,1022,29.49673,25,0,27.98777,0,356,Phoenix,Spring
13-08-2024,1023,26.61891,96,0,29.92718,0,418,New York,Spring
14-08-2024,1023,25.73115,41,0,22.72581,1,137,New York,Fall
15-08-2024,1023,23.59175,30,1,23.58583,0,362,New York,Summer
16-08-2024,1023,24.76839,49,0,23.97519,1,344,New York,Fall
17-08-2024,1023,26.51985,18,0,20.24855,0,156,New York,Summer
18-08-2024,1023,24.46647,21,0,25.36954,0,88,New York,Winter
19-08-2024,1023,24.48514,13,0,20.81888,0,276,New York,Fall
20-08-2024,1023,23.30899,35,0,25.39479,0,463,New York,Winter
21-08-2024,1023,24.03727,79,0,26.51851,0,449,New York,Spring
22-08-2024,1023,24.91501,84,0,20.44441,0,384,New York,Summer
23-08-2024,1023,24.30383,91,1,25.07541,0,457,Los Angeles,Spring
24-08-2024,1023,26.24318,14,0,28.44344,0,472,Los Angeles,Fall
25-08-2024,1023,25.64868,48,1,21.7359,1,100,Los Angeles,Winter
26-08-2024,1023,24.81773,41,1,24.92881,1,407,Los Angeles,Spring
27-08-2024,1023,23.65052,67,0,27.8308,0,149,Los Angeles,Winter
28-08-2024,1023,26.62859,10,0,24.67884,0,190,Los Angeles,Spring
29-08-2024,1023,25.18251,15,0,21.57373,1,496,Los Angeles,Summer
30-08-2024,1023,24.87712,95,0,21.05204,0,78,Los Angeles,Spring
31-08-2024,1023,24.92743,35,0,23.80127,0,200,Los Angeles,Fall
01-09-2024,1023,26.21714,21,0,25.06542,0,173,Los Angeles,Fall
02-09-2024,1023,24.81886,41,1,23.59856,0,495,Chicago,Winter
03-09-2024,1023,25.89005,31,0,28.84655,0,335,Chicago,Summer
04-09-2024,1023,26.40012,59,0,20.62698,0,400,Chicago,Summer
05-09-2024,1023,25.97221,45,0,29.70782,1,198,Chicago,Summer
06-09-2024,1023,24.35117,99,0,26.18882,1,390,Chicago,Winter
07-09-2024,1023,26.3841,90,0,22.02085,0,471,Chicago,Spring
08-09-2024,1023,25.50842,89,0,27.99971,0,470,Chicago,Spring
09-09-2024,1023,26.65122,87,0,21.95366,0,84,Chicago,Summer
10-09-2024,1023,23.84166,21,0,21.67429,1,194,Chicago,Winter
11-09-2024,1023,26.57818,69,0,30.09916,1,331,Chicago,Fall
